,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
94,밤콩밥(40),감자채맑은국,메추리알곤약조림,오이볶음,열무김치,S단팥죽,empty,돼지고기김치비빔밥,콩나물국,옥수수맛살전,empty,비트초절이,S블루베리(50g),S우유미숫가루,찹쌀밥,동태맑은국,닭안심사과볶음,얼갈이배추겉절이,비트초절이
95,팥밥,콩나물국,연두부+양념장,깻잎새콤무침,배추김치,S치즈,S우유(100ml),찹쌀밥(추가),황태미역국,미트볼피망조림,느타리버섯나물,깍두기,S바나나사과키위샐러드,empty,소고기가지덮밥,우동국물,치킨너겟+머스타드소스,마카로니샐러드,깍두기
96,팥밥,조랭이떡미역국,달걀찜(30g),느타리버섯나물,나박김치,S우유미숫가루,S수제딸기우유,찹쌀밥,애호박두부젓국,닭가슴살데리야끼조림,삼색나물,배추김치,S우유미숫가루,S우유미숫가루,일본식소고기덮밥(규동),느타리버섯맑은국,사과샐러드(마요네즈),empty,깍두기
97,쌀밥,건홍합맑은국,돼지고기떡갈비구이,상추배생채,배추김치,S바나나(50g),empty,찹쌀밥,만두닭개장,닭찜,애호박볶음,배추김치,S우유미숫가루,S요구르트,밤콩밥,김치두부국,양배추마요무침,empty,깍두기
98,옥수수밥(40),아욱맑은국,달걀찜(30g),도토리묵상추무침,총각김치,S밤식빵,S떠먹는요구르트(100ml),잡곡밥,맑은장국,치킨까스+소스,코울슬로,동치미,S찐감자,S우유(100ml),율무밥,무채국,순살가자미찜,깻잎감자전,나박김치
99,수수밥,양지곰국,게살스크램블에그,아욱무침,깍두기,S떠먹는요구르트(100ml),S우유(100ml),옥수수밥,조갯살된장찌개,춘천닭갈비,얼갈이나물,깍두기,S군고구마,S떠먹는요구르트(100ml),옥수수밥,김치맑은국,고등어살카레구이,참나물무침,총각김치
100,밤콩밥,우렁이된장국,소고기버섯장조림,콩나물무침,배추김치,empty,S우유(100ml),찹쌀밥,만두닭개장,돼지고기갈비찜,애호박볶음,배추김치,empty,S우유(100ml),돼지고기양배추덮밥,당근스프,고구마엿장조림,새싹채소샐러드(오리엔탈드레싱),나박김치
101,옥수수밥(30),애호박새우젓국,으깬두부채소전,우엉채곤약조림,오이소박이김치,S우유(100ml),empty,일본식소고기덮밥(규동),애호박젓국찌개,고구마엿장조림,empty,깍두기,S수제블루베리우유,S망고주스,찹쌀밥,어묵맑은국,주꾸미채소간장볶음,감자채볶음,총각김치
102,옥수수밥(30),맑은꽃게탕,단배추멸치조림,애호박나물,나박김치,S수제블루베리우유,empty,돼지고기양배추덮밥,유부실파국,완자전,empty,총각김치,S찐고구마,S단호박식혜,찹쌀밥,느타리버섯국,소고기동그랑땡전,브로콜리초무침,나박김치
103,쌀밥,바지락국,삼겹살김치볶음,크래미채소볶음,열무물김치,S과일샐러드(요거트드레싱),empty,찹쌀밥,콩가루쑥국,(저염·저당)찜닭,참외노각무침,백김치,S건포도감자볼,S우유(100ml),밤콩밥,모듬버섯찌개,너비아니채소볶음,모듬튀김,나박김치
104,찹쌀밥,느타리버섯국,햄달걀부침,가지무침,백김치,empty,S토마토주스,소고기가지덮밥,만두국,주꾸미볶음,브로콜리나물,나박김치,S우유미숫가루,S우유(100ml),완두콩밥,게살스프,고구마튀김,달걀샐러드,비트초절이
105,팥밥,두부대합탕국,미트볼토마토소스조림,팽이버섯나물,배추김치,S과일샐러드(마요네즈),S식혜,찹쌀밥,새송이버섯국,닭날개북어찜,근대나물,배추김치,empty,S우유(150ml),밤콩밥,단호박수제비국,소고기청경채볶음,애호박나물,깍두기
106,팥밥,소고기버섯국,새우청경채볶음,팽이버섯부추나물,깍두기,empty,S과일연두부스무디,고구마밥,안매운김치찌개,돼지목살구이,오이부추생채,동치미,S짜장떡볶이,empty,미트볼스파게티,당근스프,치킨너겟+소스,양배추샐러드(레몬드레싱),비트초절이
107,밤밥,조갯살아욱국,치즈달걀말이,견과류고구마범벅,나박김치,S청포도(100g),empty,콩밥,유부팽이국,두부참치샐러드,empty,비트초절이,S키위(50g),S오렌지주스,찹쌀팥밥,애호박새우젓국찌개,떡갈비간장조림,시금치나물,깍두기
108,수수밥(30),애호박맑은국,소고기모듬장조림,톳나물무침,나박김치,S복숭아(황도)-80g,empty,닭살카레감자밥+양념장,유부된장국,미트볼피망조림,empty,깍두기,S채소전,S오렌지주스(무가당),찹쌀밥,만두국,훈제오리볶음+무쌈,브로콜리흑임자소스무침,비트초절이
109,밤밥,팥죽,달걀찜(30g),크래미채소볶음,열무물김치,S떠먹는요구르트(100ml),S우유(150ml),방울토마토새우볶음밥,크림스프,고구마맛탕,양배추샐러드(사우전아일랜드드레싱),깍두기,S오이당근스틱,S우유(200ml),완두콩밥,대파된장찌개,순살간장닭갈비,모듬버섯전,오이소박이김치
110,흑미밥,떡만두국,새송이버섯새우살볶음,얼갈이배추겉절이,깍두기,empty,S수제바나나우유,새우편마늘볶음밥,맑은가쓰오부시장국,새싹채소샐러드(오리엔탈드레싱),empty,배추김치,S견과류,S수제블루베리우유,밤콩밥,미역국,돼지고기찹쌀구이(간장),호두마늘종볶음,배추김치
111,수수밥,모듬어묵국,두부조림,숙주나물김무침,배추김치,S딸기(100g),S우유(100ml),닭살옥수수볶음밥,대파감자국,만두탕수,empty,깍두기,S바나나사과키위샐러드,S우유미숫가루,찹쌀밥,청국장찌개,주꾸미채소간장볶음,가지나물,열무물김치
112,파프리카유부초밥,팽이미소국,토마토달걀볶음,코울슬로,비트초절이,S식혜,S고구마쉐이크,율무밥,감자고추장찌개,애호박생선살찜,김치녹두전,열무물김치,S파인애플(50g),S우유(100ml),찹쌀밥,어묵탕,주꾸미떡볶음,양배추쌈,깍두기
113,팥밥(30),달걀쑥국,대구살조림,팽이버섯나물,배추김치,S치즈,empty,브로콜리채소볶음밥,무채국,새우까스+타르타르소스,empty,배추김치,S감자채요거트샐러드,S오렌지주스,옥수수밥,애호박맑은국,두부버섯스테이크,오이무침,배추김치
114,팥밥,만두국,메추리알고구마조림,애호박건새우볶음,나박김치,S사과(50g),empty,검정콩밥,모듬버섯찌개,연어구이+타르타르소스,도라지무침,배추김치,S참외(100g),S우유(100ml),닭살카레감자밥+양념장,애호박두부젓국,돼지고기데리야끼조림,토마토두부샐러드,오이피클
115,옥수수밥,단호박무국,두부채소굴소스볶음,조미김,열무김치,S호두,S수제블루베리우유,닭살카레감자밥+양념장,채소스프,(가공)만두튀김,파프리카콘샐러드,열무물김치,S감자채요거트샐러드,S우유(100ml),찹쌀밥,버섯개장,주꾸미채소간장볶음,양배추쌈,총각김치
116,수수밥(30),순두부찌개,우엉어묵조림,건새우애호박볶음,배추김치,S당근스프,empty,짜장라이스,달걀파국,튀김만두+초간장,empty,깍두기,S과일샐러드(요거트드레싱),empty,찹쌀밥,모듬버섯찌개,임연수살구이,깻잎새콤무침,나박김치
117,밤콩밥(30),감자국,시금치두부전,고구마순된장무침,나박김치,S사과(50g),S모닝빵,삼색소보로덮밥,시락국,치킨너겟+소스,양배추샐러드(레몬드레싱),비트초절이,S단호박샐러드,S우유(100ml),율무밥,만두국,달걀새송이장조림,도토리묵상추무침,깍두기
118,찹쌀밥(추가),애호박맑은국,북어찜,고구마순된장무침,나박김치,S바나나(50g),empty,돼지불고기덮밥,유부김치국,주꾸미볶음,empty,깍두기,S팥죽,S수제딸기우유,찹쌀밥,대구지리,닭날개간장조림,(고춧가루제외)부추사과무침,배추김치
119,팥밥,팥죽,새우살채소볶음,연근흑임자샐러드,깍두기,S우유(100ml),empty,소고기비빔밥,두부대합탕국,깻잎동태포전,파프리카유자청무침,깍두기,empty,S수제바나나우유,율무밥,달래된장국,(저염)닭가슴살단호박조림,가지나물무침,깍두기
120,수수밥,맑은애호박국,소고기사태장조림,오이토마토샐러드(발사믹드레싱),나박김치,S오이스틱,S검은깨두유(150ml),율무밥,만두순두부찌개,가자미살구이,콩나물무침,배추김치,S바나나(50g),S우유(100ml),찹쌀밥,배추들깨국,닭볶음탕,견과류시금치무침,깍두기
121,찹쌀밥(추가),표고버섯탕,삼색채소달걀찜,우엉채곤약조림,오이소박이김치,S사과(35g),S떠먹는요구르트(100ml),소고기가지덮밥,다시마감자국,애호박전,empty,배추김치,S우유(100ml),S약과,고구마밥(40),떡만두국,닭가슴살데리야끼조림,느타리버섯나물,배추김치
122,옥수수밥,만두국,주꾸미채소간장볶음,아욱나물무침,백김치,empty,S고구마쉐이크,방울토마토새우볶음밥,맑은가쓰오부시장국,봄동해물전,양상추사과샐러드,열무물김치,S단호박설기,S식혜,찹쌀밥,두부전골,돼지사태찜,콩나물잡채,열무김치
123,팥밥,조랭이떡미역국,소고기피망볶음,팽이버섯부추나물,깍두기,S치즈,S토마토주스,소고기가지덮밥,멸치장국,오징어링튀김,토마토범벅,비트초절이,S단호박식혜,S우유(100ml),찹쌀밥,새우두부탕국,삼치양념조림,애호박건새우볶음,나박김치
124,고구마밥,온청포묵국,(저염·저당)메추리알장조림,양상추딸기샐러드,동치미,S사과(50g),S우유미숫가루,카레라이스,미니새우튀김우동,양상추샐러드,empty,배추김치,S우유(100ml),S우유미숫가루,밤밥,만두국,매생이육전,우엉조림,배추김치
125,브로콜리채소볶음밥,다시마양파국,참치달걀말이,오이양배추무침,깍두기,S치즈,empty,팥밥,연두부청경채새우탕,애호박소고기찜,우엉채곤약조림,배추김치,S과일샐러드,empty,찹쌀팥밥,된장찌개,고등어김치조림,애호박건새우볶음,배추김치
126,수수밥(30),북어국,새우채소전,팽이버섯나물,콜라비나박김치,S수제블루베리우유,empty,해물버섯덮밥,유부실파국,만두탕수,empty,오이소박이김치,S미니핫도그,S오렌지주스,수수밥,시금치북어국,미트볼피망조림,두부잡채,열무김치
127,수수밥(30),애호박맑은국,미트볼피망조림,고구마순된장무침,석박지,S토마토(200g),empty,오므라이스,미니우동,비빔만두,콘샐러드,백김치,S우유(100ml),S오렌지주스,찹쌀밥,바지락부추국,돼지고기스테이크조림,양상추샐러드(오리엔탈드레싱),비트초절이
128,옥수수밥(30),어묵국,두부채소굴소스볶음,콩나물무침,깍두기,S블루베리(50g),S떠먹는요구르트(100ml),닭살카레감자밥+양념장,달걀파국,사과샐러드(마요네즈),empty,비트초절이,S키위(50g),S오렌지주스,수수밥,버섯샤브샤브,주꾸미채소간장볶음,파프리카유자청무침,총각김치
129,고구마밥,온청포묵국,고등어살카레구이,건새우애호박볶음,배추김치,S우유미숫가루,empty,율무밥,미니우동,닭살채소볶음,콘샐러드(올리브유드레싱),깍두기,S오렌지(50g),empty,밤밥,만두국,낙지채소볶음,당근숙주나물,깍두기
130,팥밥(30),버섯부추국,애호박생선살찜,콩나물무침,배추김치,S수제딸기우유,empty,소고기가지덮밥,모듬어묵국,맛살전,empty,깍두기,S군고구마,S매실차,일본식소고기덮밥(규동),미역국,오리훈제채소구이,무사과무침,배추김치
131,찹쌀밥(추가),다시마감자국,달걀말이,김무침,백김치,S참깨우유스프,empty,소고기채소볶음밥,두부미역장국,마카로니채소샐러드(토마토소스),empty,깍두기,S무지개떡,S식혜,현미밥(30),동태살무국,동그랑땡전,아욱나물무침,열무물김치
132,고구마밥(30),조갯살부추맑은국,감자조림,참나물볶음,오이소박이김치,S타락죽,empty,소고기가지덮밥,실파달걀국,검은깨고구마맛탕,empty,단무지,S애플파이,S수제바나나우유,옥수수밥,안매운콩비지찌개,순살닭볶음탕,얼갈이나물,백김치
133,현미밥,목살김치국,가지달걀말이,파래자반,깍두기,empty,S검은깨두유(100ml),콩밥,삼계탕,봄동해물전,얼갈이무침,열무김치,S감말랭이,S단호박식혜,취나물표고영양밥,아욱우렁된장국,너비아니샐러드,맛살당근볶음,나박김치
134,쌀밥,바지락된장국,달걀간장조림,파프리카유자청무침,깍두기,S우유미숫가루,S수제블루베리우유,수수밥,오징어숙주국,순살간장닭갈비,파프리카초무침,깍두기,S우유미숫가루,S토마토주스,밤콩밥,실파달걀국,미니돈까스,양배추오이샐러드,깍두기
135,찹쌀밥(추가),만두국,애호박볶음,가지나물,배추김치,empty,S우유미숫가루,소고기가지덮밥,유부맑은국,단호박견과류샐러드,empty,깍두기,S우유(100ml),S고로케,팥밥(30),만두국,새우탕수,도토리묵무침,배추김치
136,수수밥(40),숙주맑은국,명란달걀찜,팽이버섯볶음,나박김치,S아몬드,S떠먹는요구르트(100ml),찹쌀팥밥,양송이스프,치킨까스,양상추샐러드(오리엔탈드레싱),동치미,S바나나핫케이크,S단호박식혜,밤콩밥,무된장국,콩나물돼지불고기,파래무침,배추김치
137,찹쌀밥(추가),다시마무채국,햄참치채소전,가지양념무침,백김치,S우유미숫가루,empty,단호박영양밥,모시조개국,오삼불고기,empty,콜라비나박김치,S채소전,S식혜,수수밥,두부김치찌개,조기찜,브로콜리나물,비트초절이
138,찹쌀밥(30),두부김치국,삼색채소달걀찜,들깨무나물,열무물김치,S수제바나나우유,empty,돼지고기채소덮밥,단배추된장국,연근강정,empty,깍두기,S바나나핫케이크,S우유(100ml),잡곡밥,올갱이된장국,닭떡간장조림,숙주미나리나물,배추김치
139,율무밥(30),들깨버섯국,비엔나케첩조림,시금치나물,깍두기,S수제블루베리우유,empty,소고기가지덮밥,미역국,돼지고기된장구이,empty,비트초절이,empty,S우유(100ml),찹쌀밥,만두국,삼치카레구이,파프리카유자청무침,나박김치
140,검정콩밥(40),실파콩나물국,감자채볶음,참나물겉절이,나박김치,S브로콜리죽,empty,소고기가지덮밥,맑은가쓰오부시장국,도토리묵상추무침,empty,열무물김치,S건포도감자볼,S우유미숫가루,찹쌀밥,두부탕국,돼지고기짜장볶음,양배추샐러드(레몬드레싱),석박지
141,밤찹쌀팥밥,냉이된장국,스크램블에그,숙주맛살무침,배추김치,S우유(100ml),S떠먹는요구르트(100ml),치킨마요덮밥,미역장국,유자고구마맛탕,empty,배추김치,S우유(100ml),S단팥빵,옥수수밥,대파무채국,감자돼지갈비찜,얼갈이무침,나박김치
142,율무밥,건홍합맑은국,으깬두부채소전,얼갈이배추겉절이,깍두기,S수제딸기우유,empty,옥수수밥,해물볶음우동,브로콜리흑임자소스무침,empty,열무물김치,S치즈스틱,S포도주스,찹쌀팥밥,만두닭개장,주꾸미채소간장볶음,고구마순된장무침,깍두기
143,옥수수밥(30),버섯소고기국,게맛살파프리카볶음,가지들깨나물,나박김치,S아몬드,S떠먹는요구르트(100ml),찹쌀팥밥,호박맑은국,김치녹두전,empty,비트초절이,S무지개떡,S단호박식혜,밤찹쌀팥밥,콩나물육개장,주꾸미채소간장볶음,배무생채,열무물김치
144,쌀밥(추가),굴두부국,닭가슴살데리야끼조림,팽이버섯나물,백김치,S건포도감자볼,empty,잡곡밥(40),낙지연포탕,단호박돼지고기조림,애호박볶음,콜라비나박김치,S감자샐러드,S식혜,새우간장덮밥,맑은장국,소떡소떡,empty,나박김치
145,옥수수밥(30),미역만두국,달걀찜(40g),아욱나물무침,총각김치,S바나나(50g),S우유(100ml),닭살토마토소스덮밥,유부팽이국,양상추샐러드(발사믹드레싱),empty,깍두기,S연근전,S망고주스,율무밥,당근스프,바베큐폭찹,오이맛살무침,깍두기
146,쌀밥(30),팥죽,동그랑땡전,느타리버섯나물,동치미,S사과(50g),empty,장조림버터비빔밥,실파장국,맛살채소새콤무침,empty,배추김치,S치즈스틱,S단호박식혜,찹쌀밥,닭개장,오징어초무침,시금치나물,배추김치
147,옥수수밥(40),온청포묵국,비엔나케첩조림,애호박나물,열무물김치,S사과(50g),S우유(100ml),찹쌀밥,브로콜리스프,등심돈까스+소스,양배추샐러드,깍두기,S단호박설기,S요구르트,찹쌀밥,만두국,다시마감자채전,배무생채,나박김치
148,팥밥(30),애호박맑은국,멸치피망볶음,고구마순된장무침,나박김치,S수제블루베리우유,empty,백김치볶음밥,들깨버섯국,오징어채소완자전,empty,비트초절이,S군만두,S우유(150ml),율무밥,소갈비탕,명태조림,오이부추생채,깍두기
149,수수밥(40),맑은양배추국,돼지고기파프리카볶음,건파래무침,배추김치,S찐고구마,empty,소고기가지덮밥,느타리버섯국,채소크로켓,새싹채소샐러드,깍두기,S달걀토스트,S우유(100ml),찹쌀밥,소고기무국,오삼불고기,팽이버섯나물,백김치
150,수수밥,단배추된장국,우유달걀찜,양배추샐러드(참깨드레싱),깍두기,S떠먹는요구르트(100ml),empty,콩밥,북어채무국,토마토소스닭조림,치커리겉절이,배추김치,S우유미숫가루,empty,콩밥,김치국,소고기숙주볶음,다시마채무침,깍두기
151,팥밥(30),배추맑은국,감자어묵볶음,고구마순된장무침,총각김치,S수제딸기우유,empty,돼지고기양배추덮밥,두부전골,미트볼피망조림,채소비빔소면,나박김치,S송편,S단호박식혜,콩밥,모듬버섯찌개,돼지고기구이,오이쌈장무침,깍두기
152,옥수수밥(30),시래기된장국,북어채무침,고구마순나물,깍두기,S블루베리(50g),S떠먹는요구르트(100ml),돼지고기양배추덮밥,느타리버섯국,떡갈비간장조림,empty,깍두기,S우유(100ml),S고구마샐러드(마요네즈),찹쌀밥,두부전골,주꾸미채소간장볶음,아욱나물무침,배추김치
153,밤콩밥(30),매생이두부국,달걀찜(30g),배무생채,배추김치,S사과(50g),empty,돼지고기양배추덮밥,대합국,아욱건새우전,empty,깍두기,S단호박설기,S우유(100ml),찹쌀밥,만두국,간장찜닭,오이청경채무침,깍두기
154,잡곡밥(30),두부달걀국,닭살굴소스볶음,애호박나물,열무물김치,S치즈,empty,돼지고기양배추덮밥,온청포묵국,주꾸미채소간장볶음,치커리겉절이,나박김치,S간장떡볶이,S오렌지주스,찹쌀밥,안매운닭개장,삼색감자채볶음,김자반,오이소박이김치
155,찹쌀밥,순두부백탕,달걀치즈말이,양배추샐러드(레몬드레싱),열무물김치,S사과(50g),S식혜,소고기굴소스볶음밥,게살스프,오징어링튀김,마카로니채소샐러드(마요네즈),석박지,S감말랭이,S식혜,밤콩밥,팽이버섯맑은국,닭갈비구이,연근감자전,총각김치
156,현미밥,목살김치국,매생이달걀찜,콩나물냉채,깻잎김치,S치즈,S우유미숫가루,취나물표고영양밥,아욱우렁된장국,봄동해물전,고구마줄기볶음,열무김치,S바람떡(40g),S단호박식혜,찹쌀밥,삼계탕,얼갈이무침,고구마순된장무침,나박김치
157,찹쌀밥,냉이콩나물된장국,베이컨파프리카볶음,가지나물,깍두기,S치즈케이크,S오렌지주스(무가당),율무밥,조갯살된장찌개,오리훈제채소구이,얼갈이나물,깍두기,S수박(100g),S호두우유,찹쌀팥밥,감자탕,장산적조림,참나물간장무침,배추김치
158,고구마밥(30),갈비탕+당면,매생이육전,깻잎나물,배추김치,S건포도감자볼,empty,소고기가지덮밥,달걀파국,찐만두,empty,깍두기,S머핀,S건포도감자볼,율무밥,조갯살된장찌개,돼지고기우엉잡채,팽이버섯볶음,총각김치
159,찹쌀밥(30),느타리버섯국,떡갈비간장조림,무나물,나박김치,S바나나(50g),S우유미숫가루,일본식소고기덮밥(규동),유부장국,채소크로켓,토마토치즈샐러드,깍두기,S바나나사과키위샐러드,S단호박식혜,팥밥(30),두부전골,소고기잡채,콩나물무침,총각김치
160,팥밥,맑은바지락탕,닭살청경채볶음,팽이버섯나물,배추김치,S참외(100g),empty,밤콩밥,두부전골,떡갈비채소볶음,고사리나물,배추김치,empty,S수제블루베리우유,찹쌀밥,감자미역국,양상추샐러드(키위드레싱),empty,깍두기
161,옥수수밥,김치두부국,부추달걀볶음,콩나물무침,깍두기,S건포도감자볼,S수제블루베리우유,율무밥,실파김국,닭봉구이,양배추콘샐러드,배추김치,empty,S우유(100ml),찹쌀밥,대합미역국,임연수유자청구이,청포묵숙주김무침,배추김치
162,옥수수밥,단호박무국,미트볼구이,시금치김무침,배추김치,empty,S우유(100ml),돼지고기잡채덮밥,버섯된장국,어묵구이+케첩,콩나물무침,깍두기,empty,S수제바나나우유,찹쌀밥,얼갈이배추국,(고춧가루제외)갈치조림,고구마순된장무침,나박김치
163,찹쌀밥(추가),연두부새우탕,우엉채곤약조림,참나물무침,나박김치,S우유(100ml),empty,연근달걀볶음밥,낙지연포탕,채소튀김(고구마),empty,비트초절이,S단팥빵,S수제블루베리바나나우유,수수밥(30),갈비탕,안매운김치전,고구마순된장무침,깍두기
164,콩밥,아욱맑은국,팽이버섯달걀전,더덕사과무침,깍두기,S블루베리(50g),S우유(100ml),시금치소고기덮밥,숙주미소장국,소떡소떡,양배추유자청샐러드,비트초절이,S단감(50g),S코코아,율무밥,콩나물육개장,돼지고기찹쌀구이(간장),볼어묵채소조림,총각김치
165,팥밥,다시마감자국,닭가슴살데리야끼조림,토마토치즈샐러드,비트초절이,S단호박식혜,empty,찹쌀밥,버섯맑은국,브로콜리오징어무침,숙주당근나물,배추김치,S복숭아(천도)-80g,S요구르트,일본식소고기덮밥(규동),미니유부우동,군만두,고구마순된장무침,오이피클
166,밤콩밥(40),콩나물국,돼지고기간장불고기,근대나물무침,나박김치,S수제블루베리우유,empty,콩밥,양배추백짬뽕국,순살닭볶음탕,얼갈이배추겉절이,깍두기,S감자샐러드,S우유(200ml),밤콩밥,유부장국,닭가슴살데리야끼조림,감자부추전,배추김치
167,흑미밥,감자국,돼지고기케첩조림,애호박볶음,깍두기,S오렌지(50g),S미숫가루,콩밥,달래된장국,주꾸미볶음,다시마튀각,오이소박이김치,empty,S고구마쉐이크,치즈채소볶음밥,순두부백탕,감자버터구이,취나물된장무침,깍두기
168,찹쌀밥(추가),두부장국,미트볼피망조림,고구마순된장무침,오이소박이김치,S게살죽,empty,열무비빔밥,애호박맑은국,채소크로켓,empty,깍두기,S오렌지(50g),S우유(200ml),팥밥,감자탕,팽이버섯달걀전,콩나물찜,열무물김치
169,수수밥(30),달걀쑥국,미트볼피망조림,고구마순된장무침,백김치,S(저당)씨리얼,S우유(100ml),브로콜리채소볶음밥,단배추된장국,훈제오리단호박찜,마카로니콘샐러드,비트초절이,S딸기쨈식빵,empty,밤콩밥,차돌박이된장국,브로콜리오징어무침,새송이버섯나물,총각김치
170,수수밥,애호박맑은국,돼지고기케첩조림,무나물,깻잎김치,S키위(50g),S떠먹는요구르트(100ml),소고기비빔밥,두부미소장국,오징어완자전,참나물토마토샐러드,깍두기,S옥수수빵,S우유(100ml),찹쌀밥,버섯샤브샤브,닭가슴살데리야끼조림,마카로니채소샐러드(마요네즈),오이소박이김치
171,옥수수밥,배추당면국,크래미채소볶음,팽이버섯부추나물,나박김치,S떠먹는요구르트(100ml),S미숫가루,소고기가지덮밥,우동국물,미니돈까스,마카로니채소샐러드(마요네즈),깍두기,S우유미숫가루,S오렌지주스,닭살채소볶음밥,낙지연포탕,곤약메추리알장조림,열무나물,깍두기
172,파프리카유부초밥,배추들깨국,팽이버섯달걀전,브로콜리된장무침,배추김치,empty,S수제바나나우유,돼지고기카레라이스,실파콩나물국,해물김치전,empty,깍두기,S군고구마,S오렌지주스,율무밥,안매운김치국,닭다리살장조림,크래미숙주나물무침,총각김치
173,수수밥,두부콩나물국,단호박돼지고기등심조림,무나물볶음,백김치,empty,S수제바나나우유,새우간장덮밥,팽이장국,달걀찜(40g),깻잎들깨나물,동치미,empty,S쌀음료,밤콩밥,모듬버섯찌개,삼겹단호박찜,양배추나물,깍두기
174,수수밥,어묵국,달걀찜(30g),숙주당근나물,깍두기,S연두부샐러드(오리엔탈드레싱),empty,옥수수밥,조갯살된장찌개,언양식불고기,파프리카볶음,배추김치,S찐감자,S쌀음료,불고기채소비빔밥,탕국,모듬버섯전,검정콩호두조림,배추김치
175,찹쌀보리밥,만두국,새우살케첩볶음,쑥갓두부무침,깍두기,S떠먹는요구르트(100ml),empty,소고기카레라이스,홍합살맑은국,삼치간장조림,상추사과초무침,깍두기,S단호박샐러드(마요네즈),S오렌지주스,찹쌀보리밥,달래된장국,오리훈제채소구이,연근감자전,나박김치
176,찹쌀밥,만두국,게맛살파프리카볶음,연근흑임자샐러드,배추김치,S바나나쉐이크,empty,콩밥,호박맑은국,주꾸미채소간장볶음,아욱나물무침,깍두기,S우유(100ml),empty,콩밥,순두부찌개,훈제오리단호박볶음,고구마순된장무침,깍두기
177,팥밥,호박맑은국,닭다리케첩조림,과일땅콩샐러드,배추김치,S우유(100ml),empty,찹쌀밥,순한김치두부국,소고기장조림,아욱건새우전,나박김치,S고구마경단,S매실주스,찹쌀보리밥,사골파국,오징어굴소스볶음,가지나물무침,배추김치
178,잡곡밥,닭살숙주국,소고기버섯장조림,곤드레나물,배추김치,S참외(100g),empty,가지채소볶음밥,감자달걀국,두부부침+양념장,유채나물무침,배추김치,S우유(100ml),empty,밤찹쌀팥밥,청경채된장국,삼겹살김치볶음,애호박나물,깍두기
179,소고기김주먹밥,당근스프,참치달걀말이,파프리카초무침,깍두기,empty,S단호박식혜,옥수수밥,조갯살아욱국,돼지고기달걀장조림,깻잎감자전,나박김치,S우유미숫가루,S우유(100ml),찹쌀밥,순한김치국,소불고기(등심),톳나물무침,깍두기
180,흑미밥(40),들깨감자국,굴비구이,양배추나물,깍두기,S우유(100ml),empty,찹쌀팥밥,당근스프,훈제오리구이+무쌈,브로콜리숙회(흑임자소스),배추김치,S찐고구마,S포도주스,찹쌀팥밥,도토리묵냉국,돼지고기스테이크조림,얼갈이무침,나박김치
181,밤찹쌀팥밥,맑은양배추국,궁중떡볶이,브로콜리숙회(흑임자소스),열무물김치,empty,S수제바나나우유,고구마밥,조갯살순두부맑은국,돼지고기편육,양배추쌈,총각김치,S아몬드사과도넛,S우유(100ml),찹쌀밥,김치맑은국,달걀새송이장조림,감자채볶음,나박김치
182,팥밥,모듬버섯찌개,볼어묵채소조림,양배추나물,나박김치,S떠먹는요구르트(100ml),S요구르트,밤찹쌀팥밥,팽이버섯달걀국,두부스테이크,empty,깍두기,S송편,S단호박식혜,밤콩밥,모듬버섯찌개,삼치데리야끼구이,우엉채곤약조림,열무김치
183,옥수수밥(30),새송이버섯국,달걀치즈말이,가지양념찜,배추김치,empty,S수제바나나우유,닭살카레감자밥+양념장,애호박두부젓국,모듬과일샐러드,empty,깍두기,empty,S매실차,찹쌀밥,만두국,주꾸미채소간장볶음,아욱나물무침,깍두기
184,밤콩밥(30),감자국,메추리알고구마조림,열무나물,백김치,S사과(35g),S떠먹는요구르트(100ml),가지채소볶음밥,콩가루무채국,주꾸미채소볶음,empty,총각김치,S찐고구마,S단호박식혜,밤찹쌀팥밥,다시마양파국,닭살양배추볶음,씻은김치전,열무김치
185,옥수수밥(30),애호박젓국찌개,두부채소굴소스볶음,콩나물무침,열무물김치,S키위(50g),S떠먹는요구르트(100ml),일본식소고기덮밥(규동),느타리버섯국,오이참치마요무침,empty,깍두기,S씨앗호떡,S우유(100ml),찹쌀밥,미역만두국,주꾸미채소간장볶음,참나물무침,단배추물김치
186,옥수수밥(30),애호박젓국찌개,돼지고기새송이버섯장조림,느타리버섯나물,열무물김치,S수제딸기우유,empty,밤콩밥,느타리버섯국,두부참치샐러드(유자청드레싱),empty,깍두기,S찐고구마,S수제블루베리우유,찹쌀밥,온청포묵국,주꾸미채소간장볶음,봄동부추겉절이,총각김치
187,밤콩밥(30),만두국,닭살양배추볶음,(고춧가루제외)부추사과무침,열무김치,S블루베리(50g),empty,토마토새우볶음밥,미역장국,닭가슴살샐러드(머스타드소스),empty,깍두기,S딸기쨈식빵,S우유(150ml),찹쌀밥(추가),표고버섯탕,닭떡간장조림,아욱나물무침,깍두기
188,쌀밥,김치맑은국,메추리알고구마조림,취나물된장무침,오이소박이김치,empty,S포도주스,흑미밥,당근스프,순살간장닭갈비,애호박볶음,깍두기,empty,S우유미숫가루,찹쌀밥,어묵맑은국,장산적조림,얼갈이나물,깍두기
